Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
0,1,52,1,1,1916,4,4,4,4,4,5,5,5,5,5,5,3,5,4,28,41,1
1,1,36,0,0,937,4,2,4,4,3,4,3,3,4,2,4,4,3,3,0,2,1
1,1,47,1,1,909,5,5,5,5,5,5,5,5,4,1,3,3,1,5,0,0,1
1,1,9,0,0,695,3,4,3,1,1,3,1,1,4,4,4,5,4,1,0,4,0
0,1,32,1,1,3122,5,5,5,5,4,4,4,4,3,3,5,5,5,4,7,11,1
1,1,47,1,1,2402,2,2,2,2,5,4,5,4,4,3,4,3,4,4,4,0,1
0,1,44,1,1,1815,3,3,3,3,4,3,1,5,5,5,5,4,5,5,0,0,1
0,0,25,1,1,1426,3,4,2,1,3,2,3,3,4,4,5,5,4,3,0,0,0
1,1,53,1,1,1744,3,3,3,3,4,4,5,4,4,4,4,3,4,3,0,0,1
1,1,67,0,1,1075,3,4,3,5,2,3,2,2,3,3,5,3,5,2,13,38,0
1,1,61,0,0,776,2,4,2,1,3,2,3,3,4,2,5,4,4,3,2,0,0
1,1,40,1,1,1346,5,1,5,5,5,4,4,4,4,4,4,4,4,5,0,13,1
1,1,63,0,0,845,3,4,3,3,1,3,1,1,3,2,5,5,4,1,0,0,0
0,1,50,0,0,468,3,2,3,4,3,3,4,2,5,4,3,4,1,4,243,262,0
1,1,40,1,1,590,3,2,2,2,3,3,3,3,3,2,3,1,3,3,0,0,0
0,0,23,1,1,946,5,0,5,2,5,5,5,5,5,4,5,4,4,5,0,0,1
0,1,45,0,0,1464,3,4,3,4,3,5,4,5,5,3,5,4,5,4,0,0,0
1,1,46,0,0,247,1,5,1,4,4,1,4,4,5,4,4,4,5,4,4,2,0
1,1,47,0,0,772,2,4,2,1,4,2,4,4,1,3,3,2,3,4,27,32,0
0,1,40,0,0,370,2,1,2,3,1,2,1,1,4,2,2,1,3,1,9,2,0
0,1,48,1,1,2807,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0,1
1,1,60,1,1,293,5,5,5,5,4,5,4,5,5,5,5,4,5,5,9,9,1
1,1,57,1,1,2505,4,4,4,4,2,2,2,4,4,5,5,2,5,2,344,319,1
0,1,46,1,1,1342,4,4,4,4,2,5,5,4,4,4,4,4,4,4,0,7,1
1,1,54,0,0,209,3,4,3,1,3,3,2,3,4,2,3,5,1,3,0,15,0
1,1,43,1,1,3320,3,5,3,3,4,5,4,5,5,5,5,3,5,4,0,0,1
0,1,59,1,1,192,1,5,5,5,4,3,3,2,2,2,1,1,2,4,114,97,0
1,1,53,1,1,3471,1,1,1,1,4,5,5,4,4,4,4,4,4,5,40,40,1
1,1,42,0,0,1464,1,4,1,1,3,1,4,3,4,4,4,5,4,3,0,6,0
0,1,12,1,1,3819,3,5,1,1,3,3,3,3,1,4,4,3,4,3,5,16,0
0,1,41,1,1,3114,2,2,4,2,5,5,4,5,5,5,5,5,5,3,5,7,1
0,1,55,1,1,1107,2,2,5,2,2,4,3,1,1,2,1,2,1,1,30,55,0
0,1,42,1,0,680,4,1,1,1,1,1,4,4,4,4,4,1,4,3,0,4,1
1,1,51,1,1,1709,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,0,1
1,1,72,1,1,2076,5,5,5,5,1,3,3,3,3,3,3,3,3,4,0,0,1
0,1,53,1,1,2661,4,5,5,5,3,1,2,4,4,3,4,4,4,2,6,8,0
1,1,56,1,1,2515,4,4,4,4,3,4,5,4,4,4,4,4,4,4,0,5,1
0,1,69,0,1,725,2,3,2,3,2,4,2,5,5,2,5,1,5,4,14,17,0
0,1,32,1,1,1190,1,1,1,1,4,4,4,4,2,3,1,2,5,4,21,0,1
0,1,33,1,1,463,4,4,4,4,3,4,3,4,4,3,4,2,4,2,48,62,0
0,1,38,1,0,549,3,3,3,3,3,4,3,3,5,4,5,4,5,3,0,0,1
0,1,69,0,0,488,3,5,3,2,5,5,4,1,1,3,1,3,1,4,40,26,0
0,1,47,1,1,1911,5,5,5,5,4,4,4,3,3,4,3,5,3,3,0,0,1
0,1,51,1,1,919,4,4,4,4,3,4,5,4,4,4,4,3,4,5,2,0,1
1,1,29,0,1,692,2,4,1,1,5,1,2,5,4,3,4,5,4,5,0,11,0
1,1,34,1,1,547,4,4,4,4,1,3,3,5,5,5,5,3,5,2,101,86,1
0,1,58,1,0,821,5,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0,1
0,1,25,1,1,3734,3,2,2,2,3,3,3,3,4,1,3,4,3,3,0,0,0
1,1,40,1,1,2350,3,4,4,4,5,3,3,4,2,3,1,3,3,3,0,0,1
1,1,30,1,1,1489,2,2,4,2,5,5,5,5,2,5,5,3,3,5,0,0,1
0,1,50,1,0,550,1,2,2,2,5,4,4,1,1,1,1,2,1,2,72,69,0
0,1,21,0,0,1642,3,4,4,3,4,4,4,4,3,3,5,4,5,4,0,0,0
0,1,53,0,0,2565,5,1,5,3,5,2,2,3,5,4,4,2,4,2,0,0,1
0,1,48,1,1,867,5,5,5,5,2,4,5,4,4,4,4,5,4,5,0,0,1
0,1,60,0,0,622,2,4,2,1,5,5,4,5,5,2,5,5,5,5,0,0,0
0,1,36,1,1,642,3,5,5,5,3,3,3,3,4,4,3,4,2,3,7,11,0
1,1,53,1,1,3959,4,4,2,4,4,4,5,3,3,4,3,5,3,4,0,0,1
1,1,42,1,1,500,3,3,3,3,2,5,4,5,5,5,5,4,5,3,0,8,1
0,1,30,0,0,765,1,4,2,1,5,2,5,5,3,4,4,4,5,5,0,0,0
1,0,16,1,0,200,3,0,2,4,1,2,1,1,5,1,2,1,2,1,0,0,0
1,1,59,1,1,1691,3,2,2,2,1,3,4,2,2,2,3,3,2,2,0,11,0
1,1,36,0,1,2762,2,0,2,3,2,2,4,2,4,5,4,5,2,2,12,0,0
0,0,34,1,0,399,3,5,3,3,3,3,3,3,5,5,3,2,4,3,0,0,0
1,0,17,1,0,1076,4,4,4,3,3,4,3,3,2,4,3,2,5,3,12,0,1
1,1,56,0,0,1041,2,4,2,4,4,2,4,4,4,2,5,5,4,4,0,0,0
0,0,36,1,0,1121,3,3,3,4,5,3,5,5,2,3,1,3,5,5,11,0,0
1,1,15,1,1,1158,3,3,3,3,3,2,3,3,4,5,4,3,3,3,49,40,0
0,1,47,0,0,2475,3,3,3,3,4,3,3,2,2,3,2,2,2,3,0,0,0
1,1,48,0,1,1013,5,3,5,3,2,5,2,2,3,5,4,4,4,2,0,0,1
1,0,23,1,1,282,0,0,0,5,5,0,5,5,5,5,5,5,5,5,0,0,1
1,1,67,0,1,1005,3,4,3,5,5,3,2,5,4,2,5,3,5,5,0,0,0
0,1,41,1,0,106,5,3,3,3,5,5,5,5,5,1,5,3,3,5,0,1,1
1,1,47,1,1,1084,2,2,2,2,3,4,4,4,4,5,4,4,4,3,70,75,1
1,1,22,0,0,416,3,4,3,4,5,3,5,5,3,5,3,2,4,5,0,0,0
0,1,45,1,1,2293,2,2,2,2,4,5,4,4,4,4,5,5,4,4,0,0,1
1,1,57,1,1,3068,2,2,2,2,4,4,4,3,3,4,3,5,3,3,0,0,1
1,1,41,1,1,3855,4,4,4,4,4,5,2,2,2,2,2,3,2,4,0,0,1
1,1,53,1,1,554,2,2,2,2,5,5,4,4,4,4,4,5,4,5,0,0,1
0,1,57,0,0,934,1,5,1,5,3,4,5,4,4,1,4,5,4,5,0,0,0
0,0,24,1,0,134,1,1,1,4,1,1,1,1,4,1,4,2,3,1,0,0,0
0,1,45,1,1,2709,4,4,4,4,4,2,1,3,3,3,3,1,3,3,0,0,1
1,1,47,1,1,2586,1,1,1,1,3,3,4,4,4,4,4,3,4,5,0,0,1
0,1,44,0,0,147,2,5,2,1,4,5,4,5,5,2,5,5,5,5,0,0,0
1,1,51,0,0,1447,3,2,3,3,5,3,5,5,4,2,4,2,4,5,17,3,0
0,1,49,1,1,563,4,2,2,2,5,3,3,4,4,4,4,3,4,1,45,40,1
0,0,38,1,1,156,3,3,3,2,2,3,2,2,2,2,3,3,5,2,0,0,0
0,0,28,1,1,612,2,2,2,3,3,2,3,3,3,4,4,3,4,3,26,35,0
0,1,50,1,1,3285,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,6,1
0,1,56,1,1,2083,3,3,3,3,3,3,2,3,3,3,3,4,3,3,62,63,0
0,1,46,0,0,607,1,4,0,3,4,5,5,1,1,0,1,3,1,3,79,82,0
1,0,22,1,1,2677,5,5,5,1,1,5,3,1,4,2,4,3,5,1,0,0,1
1,1,38,1,1,297,0,0,0,3,2,4,5,3,3,3,3,5,3,5,0,0,1
1,0,26,1,1,641,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,20,1
0,1,39,1,1,1779,2,5,3,5,3,4,4,2,2,2,2,3,2,2,27,17,0
1,1,45,1,1,2565,1,1,1,1,4,3,5,3,3,3,3,5,3,3,0,0,1
1,1,22,1,1,925,0,3,0,3,5,0,5,5,1,2,2,3,2,5,0,0,1
0,0,33,1,0,198,1,3,1,4,5,1,5,5,4,3,4,4,4,5,0,12,0
0,1,56,1,1,337,2,2,2,2,3,3,3,2,2,3,2,3,2,1,0,5,0
0,1,55,1,1,3095,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,5,1
0,1,17,0,0,2615,4,3,4,3,1,4,1,1,4,5,2,4,4,1,50,33,0
1,1,45,1,0,342,1,2,2,2,1,1,1,1,1,5,3,1,4,1,2,0,0
0,1,51,1,1,3016,4,4,4,4,3,4,4,5,5,5,5,5,5,5,0,0,1
0,1,38,0,0,1091,4,1,4,3,1,4,1,1,4,2,3,4,3,1,18,0,0
1,1,56,0,0,397,1,5,1,5,2,1,2,2,5,5,5,3,5,2,3,0,0
0,0,20,1,0,341,2,2,2,4,4,2,4,4,1,1,3,3,3,4,0,16,0
0,1,56,1,1,1481,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0,1
0,1,32,1,1,3067,2,1,3,1,2,2,2,2,1,5,3,1,4,2,0,0,0
0,1,61,1,0,237,4,2,2,2,3,4,3,4,4,4,4,1,4,4,0,0,0
0,1,44,1,1,2278,5,5,5,5,5,4,5,4,4,4,4,3,4,3,29,62,1
0,1,35,0,0,1379,3,5,3,2,3,3,3,3,2,1,4,2,1,3,0,0,0
1,0,20,1,0,972,2,2,2,4,1,2,5,1,2,2,4,2,4,1,68,50,0
1,1,39,1,1,909,5,5,5,5,2,5,4,5,5,5,5,3,5,5,0,0,1
1,1,39,1,1,127,2,5,5,5,5,3,4,2,2,2,2,2,2,3,0,0,0
1,1,7,0,0,462,4,4,4,5,3,4,1,3,1,1,3,5,1,3,0,0,0
1,0,22,1,0,640,2,3,2,2,2,2,2,2,5,2,1,1,1,2,0,2,0
1,1,42,1,1,925,5,5,5,5,4,4,4,4,4,4,4,4,4,4,76,91,1
1,0,22,1,0,239,2,4,2,3,1,2,1,1,4,4,3,4,4,1,0,0,0
1,1,32,1,0,602,5,1,4,4,5,5,5,5,1,3,3,5,1,5,0,0,1
1,1,50,1,1,1541,5,5,5,5,4,4,4,5,5,5,5,3,5,4,0,0,1
0,1,31,1,1,1739,5,5,5,5,5,5,5,5,4,5,4,5,3,5,7,2,1
1,1,34,0,0,328,4,0,4,2,5,4,2,5,4,2,4,4,4,5,0,0,0
0,0,27,1,1,158,5,5,5,3,4,5,4,4,5,3,5,3,5,4,0,0,1
1,0,24,1,1,226,4,5,4,3,4,4,4,4,4,3,4,4,5,4,7,2,1
1,1,44,1,1,3015,1,1,1,1,2,5,4,5,5,5,5,4,5,5,25,13,1
1,0,22,1,0,226,4,0,4,1,3,4,3,3,2,5,4,3,5,3,0,0,1
1,1,20,0,0,626,3,4,3,4,2,3,3,2,3,3,4,5,5,2,0,0,0
1,1,48,1,1,2586,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0,1
0,1,32,1,1,846,3,5,5,5,3,4,3,3,4,2,2,2,3,3,8,0,0
0,0,40,1,1,409,2,2,2,3,5,2,5,5,1,2,4,3,3,5,108,114,0
0,1,51,0,1,760,5,3,5,3,5,4,2,2,2,5,2,2,2,2,0,0,1
0,1,22,1,1,2475,4,4,4,4,4,4,4,4,3,5,1,2,5,4,0,0,1
0,1,60,1,0,393,4,5,5,5,3,4,1,4,4,4,4,4,4,5,1,0,1
1,1,32,0,0,174,1,5,0,3,2,0,2,2,3,5,4,4,4,2,0,0,0
1,1,29,0,0,337,3,1,3,4,3,3,3,3,1,3,4,4,4,3,32,11,0
0,0,29,1,1,646,3,3,3,4,4,3,4,4,3,4,4,4,4,4,0,0,0
1,1,52,1,1,362,3,3,3,3,4,4,5,4,4,4,4,4,4,5,14,15,1
0,1,38,0,0,546,2,4,1,2,3,1,4,3,2,4,1,1,3,3,13,0,0
1,1,51,1,1,3914,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,3,1
0,1,69,0,0,641,4,5,4,3,3,4,5,3,3,4,3,5,3,4,17,27,0
0,1,42,1,1,996,3,3,3,3,1,1,2,3,3,3,3,3,3,3,0,21,0
1,1,55,1,1,3402,1,1,1,1,5,3,5,3,3,3,3,5,3,1,7,9,1
1,1,39,1,1,2272,3,5,5,5,4,4,4,3,3,4,3,3,3,2,0,0,0
1,1,67,1,1,444,2,3,3,3,2,2,2,2,1,2,3,1,3,2,52,26,0
0,1,7,0,0,678,3,5,3,3,3,3,3,3,4,4,5,4,4,3,5,0,0
0,1,51,1,1,1096,4,4,4,4,3,4,4,4,4,5,4,5,4,4,0,15,1
1,1,40,1,1,562,2,2,2,2,2,2,3,5,5,5,5,1,5,3,25,37,1
1,1,58,1,1,216,3,3,3,3,5,2,5,4,4,5,3,1,4,2,0,18,1
0,1,36,1,1,3451,4,4,4,4,4,4,5,4,4,3,4,3,4,5,0,0,1
1,1,24,1,1,3705,4,4,5,4,4,4,4,4,1,5,4,4,2,4,0,0,1
1,0,12,1,0,989,3,4,4,1,4,4,4,4,5,5,4,3,4,4,0,0,0
0,1,10,0,0,951,1,3,1,3,4,1,4,4,3,4,4,4,4,4,9,54,0
0,1,35,1,1,1010,1,5,5,5,4,4,4,1,1,2,1,4,1,2,0,0,0
1,0,28,1,1,1075,2,2,2,3,1,2,2,1,4,5,3,4,4,1,0,4,0
0,0,28,1,1,370,1,1,1,3,2,1,2,2,2,1,4,3,3,2,74,61,0
1,1,42,1,1,2254,2,2,5,2,4,4,5,4,4,4,4,3,4,3,0,7,1
1,1,50,0,0,524,3,4,3,3,5,3,5,5,3,4,4,3,5,5,7,39,0
1,1,62,1,1,3468,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0
0,0,36,1,1,231,3,3,3,1,2,3,2,2,5,2,4,4,4,2,0,0,0
0,1,57,0,0,175,3,4,3,4,5,4,5,1,1,3,1,5,1,4,14,14,0
0,1,45,0,0,1119,3,5,3,3,5,5,5,4,4,3,4,4,4,4,0,21,0
1,1,25,1,0,534,1,2,2,2,1,1,2,1,4,3,4,1,4,1,0,13,0
1,1,42,0,0,927,2,4,2,5,1,2,1,1,5,4,5,4,4,1,32,30,0
0,1,68,0,0,1514,1,3,1,3,4,4,3,5,5,1,5,2,5,2,8,10,0
0,0,45,1,1,1416,4,4,4,4,3,4,3,3,5,5,5,4,5,3,0,0,1
1,0,28,1,0,460,1,0,1,1,5,1,5,5,5,1,2,1,1,5,0,12,0
1,1,41,0,1,391,2,4,2,5,5,2,5,5,3,3,5,3,4,5,1,12,0
0,1,39,1,1,1849,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0,1
1,1,25,1,1,872,3,3,3,3,3,3,3,3,4,5,3,4,3,3,0,0,0
0,0,18,1,0,302,3,1,3,3,4,3,4,4,1,1,2,2,2,4,0,0,0
1,1,19,0,0,986,3,5,2,5,5,2,5,5,5,2,5,3,4,5,0,0,0
0,0,27,1,1,328,1,1,1,1,3,1,1,3,5,3,5,5,5,3,0,0,0
0,1,64,0,0,187,3,5,3,2,2,4,5,2,2,3,2,5,2,3,52,57,0
0,1,50,1,1,2061,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,1
0,1,41,1,1,3650,3,2,2,2,5,2,2,3,3,3,3,3,3,1,0,0,0
0,1,11,0,0,328,1,2,1,3,4,1,4,4,4,2,4,2,3,4,18,13,0
1,1,32,1,1,140,5,4,4,4,5,5,5,5,3,2,5,4,3,5,0,10,1
1,1,30,1,1,2229,5,5,5,5,5,5,4,5,3,5,5,3,5,5,69,59,1
0,0,26,1,1,937,4,4,4,2,3,4,3,3,3,2,4,4,4,3,0,0,1
0,1,27,1,1,1123,2,2,2,2,5,5,5,5,3,3,5,3,5,5,1,0,1
0,1,45,1,0,1499,3,4,4,4,1,4,4,3,3,3,3,3,3,2,32,58,1
1,1,32,1,1,3060,4,4,2,4,5,5,5,5,4,1,1,1,3,5,0,0,1
1,0,49,1,1,1076,2,2,2,3,5,2,5,5,1,3,2,4,2,5,8,25,0
0,1,55,1,0,972,4,3,3,3,3,4,3,4,4,4,4,3,4,1,0,0,1
1,1,67,0,0,594,2,5,2,3,4,2,4,4,4,5,3,1,4,4,0,0,0
0,1,44,1,1,2957,2,2,2,2,3,5,5,4,4,5,4,3,4,5,0,0,1
0,1,37,0,0,624,1,1,1,2,3,1,3,3,2,4,2,2,3,3,14,21,0
0,1,49,1,0,529,5,2,5,2,3,4,5,5,5,5,5,5,5,4,0,0,1
1,1,61,1,0,319,4,2,2,2,4,4,4,4,1,1,2,3,4,4,0,0,1
1,1,33,1,1,3514,3,2,5,2,3,4,3,3,1,4,4,4,4,3,3,6,0
1,1,64,1,1,2660,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0,1
1,1,31,1,1,519,1,4,4,4,1,1,1,1,4,5,4,1,4,1,44,34,0
1,1,11,0,0,1249,4,5,5,4,3,5,3,3,4,3,4,5,4,3,39,66,0
0,1,63,1,0,160,5,3,3,3,4,5,1,5,5,5,5,2,5,4,0,5,1
0,1,36,0,0,610,1,1,1,3,1,1,1,3,4,4,3,1,4,1,159,160,0
0,1,45,1,1,265,5,4,4,4,3,4,3,5,5,5,5,2,5,4,0,27,1
0,1,44,1,1,3813,1,1,1,1,5,1,2,4,4,4,4,2,4,4,4,0,1
0,1,29,0,0,460,3,2,3,2,4,3,5,4,2,4,3,2,2,4,49,68,0
1,1,31,0,0,1061,2,4,2,1,5,2,3,5,3,3,4,3,4,5,0,2,0
0,1,50,0,0,1276,2,4,2,4,5,3,2,5,5,2,3,3,5,1,0,0,0
1,1,52,1,1,2926,1,5,5,5,5,3,3,1,1,1,1,1,1,4,120,124,0
0,0,26,1,0,2701,2,2,2,1,4,2,4,4,3,1,5,1,5,4,0,0,0
1,1,27,1,0,853,4,1,1,1,4,4,4,4,4,1,3,2,4,4,33,34,1
1,1,22,0,1,912,2,3,2,3,3,2,3,3,1,4,4,3,4,3,0,6,0
1,1,45,1,1,1770,2,3,2,2,4,3,4,1,1,2,1,2,1,1,0,0,1
1,1,37,1,1,3831,4,4,4,4,4,5,5,4,4,4,4,3,4,3,0,0,1
1,1,23,1,1,651,4,4,4,4,4,5,5,4,3,1,3,1,3,4,0,0,1
0,1,48,1,1,290,2,3,3,3,4,4,3,2,2,2,2,1,2,3,0,0,0
1,1,28,0,0,965,3,2,4,1,1,4,1,1,1,3,1,3,1,1,0,0,0
0,0,27,1,1,977,5,5,5,4,3,5,5,3,3,3,5,4,4,3,40,31,1
1,1,38,1,0,201,5,1,1,1,5,4,5,5,1,2,5,2,2,5,0,1,1
0,1,48,0,0,174,2,2,0,2,3,3,3,4,4,0,4,4,4,1,0,0,0
1,0,22,1,0,407,3,0,3,3,5,3,5,5,1,3,3,3,4,5,0,0,0
0,1,29,0,0,1235,2,1,2,4,4,2,4,4,3,5,4,1,3,4,0,0,0
0,1,61,1,0,677,5,4,4,4,2,1,5,5,5,5,5,5,5,4,108,101,1
0,1,45,1,1,3661,4,4,4,4,2,1,4,5,5,5,5,2,5,3,67,55,1
0,1,48,1,0,73,5,1,1,1,2,1,2,3,3,5,3,2,3,4,0,0,1
0,1,42,0,1,1671,2,1,2,4,5,4,4,2,2,2,2,4,2,1,39,40,0
0,1,14,1,0,1119,4,5,5,5,4,4,2,4,1,5,3,4,4,4,3,0,0
0,1,49,1,1,1773,4,4,4,4,4,5,4,2,2,2,2,3,2,3,0,0,1
0,1,37,1,1,3258,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0,1
1,1,48,1,1,574,2,2,2,2,5,4,4,4,4,4,4,3,4,2,0,3,1
0,1,66,0,0,334,2,5,5,4,3,4,5,3,3,5,3,4,3,4,0,0,0
1,1,8,0,1,607,2,5,2,3,1,2,4,1,4,2,5,5,5,1,0,8,0
1,1,48,1,1,2713,1,1,1,1,3,4,4,5,5,5,5,5,5,4,9,15,1
1,0,28,1,1,624,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,0,1
0,1,30,1,1,3731,1,1,1,1,4,4,4,4,3,5,4,4,1,4,0,0,1
0,1,70,0,0,1024,3,4,3,4,3,4,5,4,4,3,4,4,4,5,98,95,0
1,1,58,1,1,2470,3,3,3,3,3,4,5,5,5,5,5,5,5,4,17,8,1
1,0,36,1,1,447,2,2,2,5,5,2,5,5,3,2,5,4,4,5,8,1,0
0,1,40,0,0,806,2,1,2,3,3,2,3,3,2,3,3,2,3,3,0,0,0
0,1,46,0,0,2092,2,0,2,3,2,5,5,5,5,2,5,3,5,5,4,0,0
1,1,30,0,0,216,1,0,0,3,1,0,1,1,2,4,3,5,1,1,0,2,0
0,1,54,1,1,325,0,0,0,3,4,4,5,4,4,2,2,4,4,3,3,0,1
1,1,42,1,1,356,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0,1
1,1,59,1,1,482,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0,1
1,1,29,1,0,819,5,3,3,3,5,5,5,5,5,5,3,3,2,5,0,0,1
0,1,63,0,0,1671,3,2,3,4,2,4,3,1,1,3,1,1,1,2,0,4,0
1,1,56,0,0,438,1,3,1,3,3,1,3,3,1,3,2,4,4,3,0,0,0
0,1,25,1,1,473,5,5,5,5,5,5,5,5,4,4,5,5,5,5,1,0,1
1,0,28,1,0,731,2,2,2,3,4,2,4,4,3,1,4,2,4,4,1,0,0
0,1,52,1,1,305,3,3,4,3,4,1,4,4,4,4,4,3,4,2,0,0,1
0,1,21,0,0,484,2,1,2,5,2,2,2,2,4,4,4,3,4,2,0,0,0
0,1,56,0,1,1084,2,5,2,4,4,4,5,3,3,2,3,3,3,3,0,12,0
0,1,32,1,1,405,1,1,1,1,2,2,2,2,3,5,5,4,4,2,0,0,1
1,1,35,1,1,406,2,5,5,5,2,2,3,2,2,2,2,4,2,1,3,12,0
1,1,77,1,0,304,2,4,4,4,1,2,1,1,3,3,3,4,4,1,0,11,0
0,1,31,1,1,3190,5,5,5,5,4,4,4,4,5,5,5,3,2,4,0,0,1
1,0,55,1,1,158,5,5,5,3,3,5,3,3,4,5,5,4,5,3,1,0,1
0,0,23,1,0,650,3,2,3,3,1,3,1,1,4,5,4,3,4,1,76,78,0
1,1,53,1,1,816,5,5,5,5,5,5,4,5,5,4,5,4,5,3,0,4,1
0,1,44,0,0,621,2,4,2,1,3,4,4,2,2,2,2,4,2,5,0,0,0
0,1,25,1,0,846,4,4,4,4,4,3,1,4,1,3,3,4,2,4,24,14,0
0,1,48,1,0,300,5,4,3,3,3,2,5,5,5,5,5,4,5,2,0,0,1
1,0,20,1,0,479,4,0,4,4,1,4,1,1,3,2,5,5,5,1,13,11,1
1,1,39,1,1,1724,1,1,1,1,2,4,5,4,4,4,4,3,4,3,10,0,1
1,1,32,1,1,550,5,4,4,4,5,5,5,5,5,2,1,5,1,5,78,75,1
0,0,20,1,0,268,2,0,2,3,3,2,1,3,1,4,4,1,4,3,0,0,0
1,1,60,1,1,1400,3,3,5,3,2,4,5,5,5,5,5,4,5,5,54,48,1
0,1,33,1,1,1604,5,5,5,5,1,2,3,5,5,5,5,4,5,2,0,0,1
1,1,61,0,0,669,2,4,2,1,1,2,1,1,3,5,5,3,4,1,0,0,0
0,1,25,1,1,1872,2,2,2,2,4,4,4,4,5,4,3,5,1,4,0,0,1
1,1,52,1,0,829,5,2,2,2,5,5,5,5,4,3,5,4,2,5,3,0,1
0,1,60,1,1,404,2,3,3,3,5,4,4,2,2,2,2,4,2,1,12,8,0
1,1,70,0,0,861,2,5,2,4,4,2,4,4,4,2,5,4,4,4,3,14,0
1,1,30,1,1,731,2,2,2,2,3,4,3,3,3,4,5,3,5,3,0,0,1
0,1,38,0,0,293,3,5,3,2,1,3,1,1,3,5,4,4,5,1,0,26,0
0,0,39,1,0,199,1,2,1,4,1,1,1,1,1,3,3,3,4,1,38,29,0
0,1,51,1,1,341,4,4,4,4,4,2,2,4,4,4,4,5,4,3,0,0,1
1,1,64,0,1,406,5,1,4,3,2,4,4,2,3,1,3,4,2,2,0,0,1
1,1,55,1,0,197,4,4,4,4,4,4,4,4,1,3,1,4,2,4,28,33,0
0,1,39,0,0,679,2,4,2,3,3,2,3,3,5,5,5,4,5,3,5,0,0
1,0,20,1,0,566,4,3,4,2,2,4,1,2,1,4,3,5,3,2,1,18,0
1,0,40,1,1,227,5,5,5,2,1,5,1,1,4,1,3,1,2,1,10,17,1
1,1,43,1,1,1678,2,2,2,2,2,5,1,4,4,4,4,5,4,1,49,20,1
0,1,49,1,1,109,4,5,5,5,4,3,3,4,4,4,4,2,4,3,0,0,0
0,0,11,1,0,1416,1,0,0,4,5,1,5,5,4,4,5,4,4,5,0,0,0
0,1,56,1,1,3081,2,2,2,2,2,5,5,4,4,4,4,3,4,4,11,9,1
0,0,52,1,0,964,1,1,1,3,1,1,1,1,3,3,3,3,3,1,0,0,0
1,0,21,1,0,1104,2,3,3,3,2,2,2,2,2,4,4,2,5,2,1,0,0
1,0,44,1,0,490,4,4,4,3,5,4,5,5,2,5,4,4,1,5,0,0,0
0,1,29,1,1,563,4,4,4,4,5,5,5,5,5,1,5,2,2,5,5,0,1
0,1,23,0,0,2797,3,3,2,3,2,3,3,4,5,4,3,3,3,3,0,0,0
1,1,49,0,0,651,1,1,1,3,1,1,1,1,2,1,2,2,3,1,29,15,0
0,1,43,0,0,369,1,4,1,4,1,4,3,2,2,1,2,4,2,3,0,2,0
0,1,54,1,1,781,1,2,3,3,1,1,1,4,3,2,3,1,1,1,141,135,0
1,1,26,1,1,2085,1,1,1,1,5,5,5,5,4,5,5,3,4,5,37,23,1
0,0,30,1,0,772,3,3,3,4,5,3,5,5,2,3,4,1,3,5,25,49,0
0,1,26,1,1,946,3,4,4,4,3,3,3,3,1,3,2,2,2,3,0,0,0
0,1,52,0,0,1747,1,2,1,3,3,4,3,1,1,1,1,3,1,4,11,6,0
0,1,17,0,0,964,2,4,3,4,2,3,2,2,3,5,5,5,4,2,0,0,0
1,0,27,1,1,925,3,3,3,2,2,3,2,2,2,5,2,2,3,2,0,9,0
1,1,59,1,1,1346,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,1
0,1,59,0,0,235,4,5,4,3,4,4,5,3,3,4,3,3,3,3,0,0,0
1,0,25,1,0,406,3,0,3,2,5,3,5,5,5,3,3,1,4,5,0,0,0
0,0,50,1,0,356,2,0,2,3,1,2,1,1,4,4,1,5,3,1,0,0,0
0,1,12,0,0,616,2,3,3,4,4,3,4,4,2,4,1,3,1,4,88,83,0
1,1,49,0,0,867,1,5,1,5,3,1,3,3,4,3,5,3,4,3,0,5,0
0,1,57,1,1,299,1,1,1,1,4,5,5,5,5,4,5,5,5,4,0,0,1
